Situation,emotion,empathetic_dialogues,baseline_prediction,baseline_raw_output,theory_prediction,theory_raw_output,theory_estimated_vec,theory_true_vad_error,baseline_correct,theory_correct,true_macro_3d,baseline_macro_3d,theory_macro_3d,baseline_vad_error,theory_vad_error
I got into an argument with my husband last night.,sad,"Customer :I hate to let people into my personal life but I got into an argument with my husband last night.  It was aweful.  I felt so small.
Agent :",angry,angry,angry,"REASONING: The situation describes a conflict with a specific person (her husband), which typically involves frustration, irritation, and assertive confrontation. This points to high negative valence, high arousal, and moderately high dominance.
VAD_Estimate: [V: -0.55, A: +0.60, D: +0.25]
EMOTION: angry",[-0.55  0.6   0.25],1.048665819029113,False,False,Negative_Moderate_Submissive,Negative_High_Moderate,Negative_High_Moderate,1.044222198576529,1.044222198576529
i was not payed on time,sad,"Customer :yeah but some dont care about that
Agent :",angry,angry,angry,"REASONING: Not being paid on time is a frustrating, unfair event that typically triggers irritation and a desire to complain or seek accountability, with moderate-high arousal and assertive control rather than helplessness.
VAD_Estimate: [V: -0.55, A: +0.55, D: +0.20]
EMOTION: angry",[-0.55  0.55  0.2 ],0.979642792042079,False,False,Negative_Moderate_Submissive,Negative_High_Moderate,Negative_High_Moderate,1.044222198576529,1.044222198576529
my son has to have my phone and the ipad at the same time. he is only three. I think he is addicted,sad,"Customer :That's not good! Take them away, start early
Agent :",afraid,afraid,afraid,"REASONING: The situation is negative but not intensely unpleasant; the parent is concerned and worried about their young child’s screen dependence, with a sense of helplessness rather than anger or sadness. This aligns with moderate negative valence, moderate arousal, and low dominance.

VAD_Estimate: [V: -0.55, A: +0.45, D: -0.40]

EMOTION: afraid",[-0.55  0.45 -0.4 ],0.7278049189171505,False,False,Negative_Moderate_Submissive,Negative_High_Submissive,Negative_High_Submissive,0.8757853618324527,0.8757853618324527
My daughter is graduating middle school this year. I have always been stressed about her going to high school,sad,"Customer :My daughter will be in high school next year
Agent :",afraid,afraid,afraid,"REASONING: The speaker explicitly says they have ""always been stressed"" about their daughter going to high school, indicating ongoing worry and apprehension. This negative, high-arousal, low-control state aligns with anxiety/fear rather than joy or sadness.
VAD_Estimate: [V: -0.55, A: +0.55, D: -0.40]
EMOTION: afraid",[-0.55  0.55 -0.4 ],0.8268615361715649,False,False,Negative_Moderate_Submissive,Negative_High_Submissive,Negative_High_Submissive,0.8757853618324527,0.8757853618324527
"I am trying to sell my house for 89k dollars, I have been in a bad financial situation, my nephew knows it, and now he is trying to buy my house just for 75k, trying to take advance of my situation",sad,"Customer :I am trying to sell my house for 89k dollars, I have been in a bad financial situation, my nephew knows it, and now he is trying to buy my house just for 75k, trying to take advance of my situation
Agent :",angry,angry,angry,"REASONING: The speaker is being exploited by a specific person, their nephew, who is knowingly taking advantage of their financial hardship, causing frustration and active irritation rather than fear or sadness. This is a clear interpersonal betrayal with blame directed at someone, matching the high-arousal, moderately assertive profile of anger.
VAD_Estimate: [V: -0.65, A: +0.55, D: +0.25]
EMOTION: angry",[-0.65  0.55  0.25],1.0045894683899488,False,False,Negative_Moderate_Submissive,Negative_High_Moderate,Negative_High_Moderate,1.044222198576529,1.044222198576529
"I was upset when I found out my job does not pay for you to take a lunch break, that ruined my day",sad,"Customer :Ours does if you are full time, but I have been working full time hours recently but not getting that perk...
Agent :",angry,angry,angry,"REASONING: The situation involves frustration and irritation toward an unfair workplace policy, which is an active complaint with blame directed at the employer rather than helplessness or sadness. This indicates negative valence, moderately high arousal, and assertive control.
VAD_Estimate: [V: -0.58, A: +0.55, D: +0.20]
EMOTION: angry",[-0.58  0.55  0.2 ],0.9776502442080195,False,False,Negative_Moderate_Submissive,Negative_High_Moderate,Negative_High_Moderate,1.044222198576529,1.044222198576529
I finished my favorite show a few days ago. I was really angry but happy at the same time,sad,"Customer :I have never heard of it, I did watch the movie though. It would have been cool if they got Jennifer garner and Ben Afleck in it
Agent :",angry,angry,angry,"REASONING: The explicit emotion word “angry” is the strongest stated feeling, intensified by “really,” though “happy” adds a mixed positive component. Overall arousal is high and the speaker has some assertive control, so the VAD profile is closest to anger.
VAD_Estimate: [V: -0.10, A: +0.55, D: +0.20]
EMOTION: angry",[-0.1   0.55  0.2 ],1.1109455432198287,False,False,Negative_Moderate_Submissive,Negative_High_Moderate,Negative_High_Moderate,1.044222198576529,1.044222198576529
"i missed my period, took a pregnancy test, and it's positive. I am not doing okay",sad,"Customer :How far along do you think you are?
Agent :",afraid,afraid,afraid,"REASONING: The pregnancy test result is an unexpected, life-altering event, and the speaker explicitly says they are “not doing okay,” indicating distress rather than joy. This triggers high arousal and a sense of helplessness/vulnerability, with no clear agent to blame, consistent with fear.

VAD_Estimate: [V: -0.65, A: +0.60, D: -0.45]
EMOTION: afraid",[-0.65  0.6  -0.45],0.8784645695758025,False,False,Negative_Moderate_Submissive,Negative_High_Submissive,Negative_High_Submissive,0.8757853618324527,0.8757853618324527
My dog got out and I haven't found her yet. I hope she's ok,sad,"Customer :where did it go?
Agent :",afraid,afraid,afraid,"REASONING: The situation involves uncertainty and concern for the dog's safety, with the speaker feeling helpless and worried rather than angry or joyful. This produces negative valence, moderately high arousal, and low dominance, aligning with fear/anxiety.
VAD_Estimate: [V: -0.55, A: +0.50, D: -0.40]
EMOTION: afraid",[-0.55  0.5  -0.4 ],0.777303029712351,False,False,Negative_Moderate_Submissive,Negative_High_Submissive,Negative_High_Submissive,0.8757853618324527,0.8757853618324527
"My dog passed away this morning. He was 13 years old, a golden lab. I'm just happy he's not in pain anymore.",sad,"Customer :Not right now. I think I will wait a while until I am ready.
Agent :",joyful,joyful,joyful,"REASONING: The speaker explicitly uses the emotion word “happy,” so that label takes priority despite the sad context. The relief that the dog is no longer suffering brings positive valence, moderate arousal, and a sense of acceptance/control.
VAD_Estimate: [V: +0.70, A: +0.40, D: +0.35]
EMOTION: joyful",[0.7  0.4  0.35],1.6371316379570704,False,False,Negative_Moderate_Submissive,Positive_High_Dominant,Positive_High_Dominant,1.7195929750961416,1.7195929750961416
I have been watching dramas all week. They are so heart warming.,sad,"Customer :Well I have watched likt 10 this week. They can really move you
Agent :",joyful,joyful,joyful,"REASONING: The situation describes positive feelings from watching heartwarming dramas, indicating pleasant emotions, moderate calm-arousal, and a gentle sense of warmth rather than high excitement or vulnerability.
VAD_Estimate: [V: +0.70, A: +0.30, D: +0.20]
EMOTION: joyful",[0.7 0.3 0.2],1.5410061648157025,False,False,Negative_Moderate_Submissive,Positive_High_Dominant,Positive_High_Dominant,1.7195929750961416,1.7195929750961416
I cant belive my friend is getting married. He fiance is terrible,sad,"Customer :That's too bad. When is the wedding?
Agent :",angry,angry,angry,"REASONING: The speaker expresses frustration and disapproval toward their friend’s fiancée, indicating active irritation rather than sadness or fear. This is a negative interpersonal judgment with moderate energy and some assertive control.
VAD_Estimate: [V: -0.55, A: +0.45, D: +0.20]
EMOTION: angry",[-0.55  0.45  0.2 ],0.8976079322287654,False,False,Negative_Moderate_Submissive,Negative_High_Moderate,Negative_High_Moderate,1.044222198576529,1.044222198576529
my son has to have my phone and the ipad at the same time. he is only three. I think he is addicted,sad,"Customer :No you don't have too. Little kids can just play with toys and not on video games. It's not good for them really.
Agent :",afraid,afraid,afraid,"REASONING: The parent is worried and somewhat helpless about their young child’s compulsive device use, producing negative valence, moderate arousal from concern, and low dominance due to feeling unable to control the situation.
VAD_Estimate: [V: -0.55, A: +0.45, D: -0.35]
EMOTION: afraid",[-0.55  0.45 -0.35],0.7247068372797375,False,False,Negative_Moderate_Submissive,Negative_High_Submissive,Negative_High_Submissive,0.8757853618324527,0.8757853618324527
I lost my lucky pen. I worried for it.,sad,"Customer :I lost my lucky pen.
Agent :",afraid,afraid,afraid,"REASONING: The speaker explicitly states they ""worried"" after losing a valued object, indicating anxiety and concern over the loss. This is a negative experience with moderately high arousal and a sense of vulnerability/lack of control, matching fear more than anger or sadness.
VAD_Estimate: [V: -0.55, A: +0.45, D: -0.35]
EMOTION: afraid",[-0.55  0.45 -0.35],0.7247068372797375,False,False,Negative_Moderate_Submissive,Negative_High_Submissive,Negative_High_Submissive,0.8757853618324527,0.8757853618324527
I am feeling this way because my son is turning 2 soon.,sad,"Customer :My son will be turning two in a few months.
Agent :",joyful,joyful,joyful,"REASONING: The upcoming birthday of a young child is a positive family milestone, evoking warmth, pride, and excitement. Valence is clearly positive, arousal is moderate, and dominance reflects a sense of control and joy.
VAD_Estimate: [V: +0.75, A: +0.45, D: +0.30]
EMOTION: joyful",[0.75 0.45 0.3 ],1.6791962362987833,False,False,Negative_Moderate_Submissive,Positive_High_Dominant,Positive_High_Dominant,1.7195929750961416,1.7195929750961416
I had to take my dog to the vet today.,sad,"Customer :He has been really sick for a while now, but unfortunately he didn't get to come home with me today.  
Agent :",afraid,afraid,afraid,"REASONING: The situation suggests worry or concern about the dog’s health, with an uncertain outcome and limited control. There is no clear target for blame, so it aligns with anxious fear rather than anger or sadness.
VAD_Estimate: [V: -0.55, A: +0.45, D: -0.40]
EMOTION: afraid",[-0.55  0.45 -0.4 ],0.7278049189171505,False,False,Negative_Moderate_Submissive,Negative_High_Submissive,Negative_High_Submissive,0.8757853618324527,0.8757853618324527
"I was upset when I found out my job does not pay for you to take a lunch break, that ruined my day",sad,"Customer :I was upset when I found out my job does not pay for you to take a lunch break, that ruined my day
Agent :",angry,angry,angry,"REASONING: The explicit word “upset” indicates negative affect; the trigger is a specific workplace policy, which causes active irritation/frustration rather than helplessness or sadness. This aligns with high displeasure, moderately high arousal, and some assertive frustration.
VAD_Estimate: [V: -0.55, A: +0.55, D: +0.20]
EMOTION: angry",[-0.55  0.55  0.2 ],0.979642792042079,False,False,Negative_Moderate_Submissive,Negative_High_Moderate,Negative_High_Moderate,1.044222198576529,1.044222198576529
"My daughter started kindergarten today.  I know we aren't supposed to cry, but I could not help it.",sad,"Customer :She did, and I know we aren't supposed to cry when they walk down that hall toward the classroom all by themselves, but I could not help it.
Agent :",joyful,joyful,joyful,"REASONING: The situation is a positive life milestone—the daughter starting kindergarten—and the tears appear to come from pride, love, and being emotionally moved rather than from grief or threat. Valence is positive, arousal is moderately elevated due to crying, and dominance is slightly lowered by being overwhelmed but not vulnerable or helpless.  
VAD_Estimate: [V: +0.70, A: +0.40, D: +0.20]  
EMOTION: joyful",[0.7 0.4 0.2],1.5807276805319759,False,False,Negative_Moderate_Submissive,Positive_High_Dominant,Positive_High_Dominant,1.7195929750961416,1.7195929750961416
